sentence_id,paper_id,sentence_index,paper_title,doi,source_text_path,source_bio_path,text
paper_008:s0208,paper_008,208,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,"However, the saturation energy of the laser photodetachment effect is higher than the saturation energy of the two yields."
paper_008:s0209,paper_008,209,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,The latter were calculated based on the assumption of a homogeneous photon flux across the cross-sectional area of the laser beam.
paper_008:s0210,paper_008,210,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,"However, the spatial distribution of the laser radiation intensity actually decreases toward the edges."
paper_008:s0211,paper_008,211,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,This explains the flat saturation behavior of the experimental data since the laser photodetachment effect still increases until the saturation is reached at the edges too.
paper_008:s0212,paper_008,212,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,"Beyond, the slight divergence of the laser beam inside the discharge volume contributes to the flat saturation behavior in a similar way."
paper_008:s0213,paper_008,213,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,Summary and outlook The presented work investigates the influence of negative ions on the discharge development in electronegative systems based on a laser photodetachment experiment.
paper_008:s0214,paper_008,214,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,A glow-like barrier discharge is operated in He with admixtures of O 2 up to 1 vol.% at a gas pressure of 500 mbar.
paper_008:s0215,paper_008,215,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,The gap voltage and the discharge current of the discharge being affected by laser photodetachment are compared with the unaffected discharge characteristics.
paper_008:s0216,paper_008,216,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,The laser-affected discharge has a lower breakdown voltage that corresponds to an earlier ignition onset.
paper_008:s0217,paper_008,217,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,This effect is solely induced when the laser is fired during the prephase.
paper_008:s0218,paper_008,218,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,The reduced breakdown voltage indicates an enhanced pre-ionization initiated by the detached electrons.
paper_008:s0219,paper_008,219,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,The laser photodetachment effect is quantified by the time shift of the ignition onset to earlier times and by a corresponding difference in transported charge.
paper_008:s0220,paper_008,220,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,An increase in both quantities results for increasing the O 2 concentration as well as the laser pulse energy and for laser positions near to the anodic dielectric where the negative ion density should be maximal.
paper_008:s0221,paper_008,221,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,"In particular, the laser photodetachment effect obeys a saturation law in response to the laser pulse energy."
paper_008:s0222,paper_008,222,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,"The effect is determined and limited by the photodetachment yield, which is defined as the density ratio of detached electrons per negative ion."
paper_008:s0223,paper_008,223,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,"The yield of detached electrons is calculated for the different negative ion species O, O 2 --, and O 3 -by solving the rate equations for photodetachment and photodissociation."
paper_008:s0224,paper_008,224,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,The range of the laser pulse energy that is necessary to reach saturation is roughly comparable for both the laser-induced change in the discharge characteristics as well as the calculated yields for the negative ion species.
paper_008:s0225,paper_008,225,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,The comparison between the calculated curves and the experimental data suggests that O 2 -ions may be dominant.
paper_008:s0226,paper_008,226,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,"However, the laser photodetachment of -by means of the saturation method, it is necessary to perform further photodetachment experiments with a clearly defined spatial profile of homogeneous laser radiation intensity."
paper_008:s0227,paper_008,227,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,The separation of O -and O 3 -by varying the laser wavelength is planned as well.
paper_008:s0228,paper_008,228,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,"Also, the experimental conditions need to be changed to measure a direct current caused by the detached electrons, instead of correlated secondary effects on the discharge only."
paper_008:s0229,paper_008,229,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,"In particular, the admixture of O 2 to the buffer gas should significantly exceed hundreds of parts per million to have larger negative ion densities at otherwise stable discharge conditions."
paper_008:s0230,paper_008,230,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,"Nevertheless, numerical simulations are necessary in order to estimate absolute number densities of the negative ion species and their dynamics, and to prove the understanding of the laser photodetachment effect as well as the actual influence of the spatial distribution of the laser radiation intensity."
paper_008:s0231,paper_008,231,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,"Beyond, the influence of the negative ion formation on the microdischarge (MD) development in electronegative systems is of great interest as well."
paper_008:s0232,paper_008,232,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,The breakdown duration and the lateral extent of a single MD channel should depend on the electronegativity.
paper_008:s0233,paper_008,233,The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment,10.1088/0963-0252/25/2/025004,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The influence of negative ions in helium–oxygen barrier discharges I. Laser photodetachment experiment.txt,It is planned to measure the surface charge distribution as the footprint of the MD channel with and without laser photodetachment of negative ions.
paper_009:s0001,paper_009,1,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,Abstract This paper presents experimental results on the influence of O 2 on the characteristics of dielectric barrier discharges (DBDs) at one and at half atmospheric pressure.
paper_009:s0002,paper_009,2,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,"Gas mixtures of 0.1-10 vol% O 2 in N 2 were investigated, as well as in virtually pure N 2."
paper_009:s0003,paper_009,3,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,"Electrical data, simultaneous streak and intensified charge-coupled device images were recorded in pulsed driven dielectric barrier discharges of 0.8 mm gap in a single filament arrangement."
paper_009:s0004,paper_009,4,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,"The O 2 concentration is shown to have a significant impact on the electrical characteristics, the temporal DBD development and its breakdown inception."
paper_009:s0005,paper_009,5,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,"Higher O 2 concentrations (above 0.1 vol%) led to an ignition delay, a shorter discharge duration, increased discharge radius, higher discharge current maxima and larger velocities of the cathode directed streamers."
paper_009:s0006,paper_009,6,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,For O 2 concentrations below 0.01 vol%-i.e.
paper_009:s0007,paper_009,7,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,nearly pure nitrogen-some of these effects were reversed.
paper_009:s0008,paper_009,8,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,"Moreover, the effects were more pronounced at a pressure of 0.5 bar compared to 1 bar."
paper_009:s0009,paper_009,9,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,This result can be explained by the pressure dependent decay and recombination processes of positive nitrogen and oxygen ions.
paper_009:s0010,paper_009,10,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,"Introduction The elementary processes controlling the development and type of electrical breakdown phenomena are determined by the characteristics of the gas mixture, the gas pressure and the discharge configuration [1]."
paper_009:s0011,paper_009,11,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,Non-thermal plasmas generated at atmospheric pressure in air-like gas mixtures are often used for industrial applications [2].
paper_009:s0012,paper_009,12,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,"Since oxygen is electronegative, it significantly influences the breakdown and discharge properties, such as the generation of positive and negative ions (by electron detachment and attachment, respectively) and strong collisional quenching of excited nitrogen species [3]."
paper_009:s0013,paper_009,13,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,Systematic studies on the influence of O 2 concentration on the discharge development at atmospheric pressure have been provided by e.g.
paper_009:s0014,paper_009,14,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,[4][5][6][7][8].
paper_009:s0015,paper_009,15,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,"The streamer breakdown in O 2 /N 2 mixtures by double pulse excitation in a point-to-plane arrangement has been investigated by Nijdam et al [9], who found a nonlinear correlation of decay and recombination rates of positive oxygen and nitrogen ions depending on the O 2 concentration."
paper_009:s0016,paper_009,16,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,"At a specific O 2 concentration (of around 0.2 vol% O 2 in N 2 for p = 133 mbar) these rates were at a minimum, i.e."
paper_009:s0017,paper_009,17,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,the recombination processes were slower than in air or in almost pure N 2.
paper_009:s0018,paper_009,18,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,This has significant consequences for the breakdown behaviour due to the minimal electron loss.
paper_009:s0019,paper_009,19,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,"Nijdam et al supposed that the same tendency might also occur in dielectric barrier discharges (DBDs) as performed in [8], although at quite different experimental conditions."
paper_009:s0020,paper_009,20,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/txt_files/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,/home/student/Kalp/SELC_Projects/Jainam_NER/Annotation_Platform/data/bio_extracted_entites_txts/The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures.txt,Discussing this hypothesis with S.
