mention_id,sentence_id,paper_id,paper_title,doi,text,ner_label,schema_type,token_start,token_end
paper_004:s0464:m003,paper_004:s0464,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,voltage amplitudes),PhysicalQuantity,Quantity,18,19
paper_004:s0464:m004,paper_004:s0464,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,voltage amplitudes),PowerSupply,,18,19
paper_004:s0465:m001,paper_004:s0465,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,operated,ElectrodeConfiguration,Configuration,24,24
paper_004:s0465:m002,paper_004:s0465,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,experimental errors,Experiment,Scientific Experiment,3,4
paper_004:s0465:m003,paper_004:s0465,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,pulsed,PlasmaApplication,Application Field,23,23
paper_004:s0465:m004,paper_004:s0465,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,DBDs.,PlasmaSource,Plasma Source,25,25
paper_004:s0465:m005,paper_004:s0465,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,C cell,PlasmaTarget,Target,9,10
paper_004:s0465:m006,paper_004:s0465,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,C,PlasmaTarget,Target,12,12
paper_004:s0465:m007,paper_004:s0465,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,pulsed operated,PowerSupply,,23,24
paper_004:s0465:m008,paper_004:s0465,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,C cell,Species,,9,10
paper_004:s0465:m009,paper_004:s0465,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,C d,Species,,12,13
paper_004:s0466:m001,paper_004:s0466,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,devices,DiagnosticDevice,Diagnostic Device,3,3
paper_004:s0466:m002,paper_004:s0466,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,DBD devices,ElectrodeConfiguration,Configuration,2,3
paper_004:s0466:m003,paper_004:s0466,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,capacitances,PhysicalQuantity,Quantity,5,5
paper_004:s0466:m004,paper_004:s0466,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,capacitances,PhysicalQuantity,Quantity,12,12
paper_004:s0466:m005,paper_004:s0466,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,real,PlasmaApplication,Application Field,1,1
paper_004:s0466:m006,paper_004:s0466,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,DBD devices,PlasmaApplication,Application Field,2,3
paper_004:s0466:m007,paper_004:s0466,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,surrounding capacitances,PlasmaApplication,Application Field,11,12
paper_004:s0466:m008,paper_004:s0466,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,DBD,PlasmaSource,Plasma Source,2,2
paper_004:s0467:m001,paper_004:s0467,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,"cables,",DiagnosticDevice,Diagnostic Device,0,0
paper_004:s0467:m002,paper_004:s0467,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,edge,Experiment,Scientific Experiment,1,1
paper_004:s0467:m003,paper_004:s0467,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,high voltage throughputs).,Experiment,Scientific Experiment,3,5
paper_004:s0467:m004,paper_004:s0467,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,"edge effects,",Modelling,Scientific Study,1,2
paper_004:s0467:m005,paper_004:s0467,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,"edge effects,",PhysicalEffect,Physical Effect,1,2
paper_004:s0467:m006,paper_004:s0467,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,high,PhysicalQuantity,Quantity,3,3
paper_004:s0467:m007,paper_004:s0467,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,voltage,PhysicalQuantity,Quantity,4,4
paper_004:s0467:m008,paper_004:s0467,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,edge,PlasmaApplication,Application Field,1,1
paper_004:s0467:m009,paper_004:s0467,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,"cables,",PlasmaMedium,Medium,0,0
paper_004:s0467:m010,paper_004:s0467,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,"cables,",PlasmaSource,Plasma Source,0,0
paper_004:s0467:m011,paper_004:s0467,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,high voltage throughputs).,PowerSupply,,3,5
paper_004:s0468:m001,paper_004:s0468,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,power supply,DiagnosticDevice,Diagnostic Device,10,11
paper_004:s0468:m002,paper_004:s0468,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,voltage,ElectrodeConfiguration,Configuration,9,9
paper_004:s0468:m003,paper_004:s0468,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,supply,ElectrodeConfiguration,Configuration,11,11
paper_004:s0468:m004,paper_004:s0468,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,power supply,Experiment,Scientific Experiment,10,11
paper_004:s0468:m005,paper_004:s0468,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,power supply,Modelling,Scientific Study,10,11
paper_004:s0468:m006,paper_004:s0468,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,resistivity,PhysicalEffect,Physical Effect,1,1
paper_004:s0468:m007,paper_004:s0468,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,resistivity,PhysicalQuantity,Quantity,1,1
paper_004:s0468:m008,paper_004:s0468,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,voltage,PhysicalQuantity,Quantity,9,9
paper_004:s0468:m009,paper_004:s0468,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,resistivity,PlasmaProperties,Property,1,1
paper_004:s0468:m010,paper_004:s0468,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,high voltage,PlasmaSource,Plasma Source,8,9
paper_004:s0468:m011,paper_004:s0468,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,high voltage power supply,PowerSupply,,8,11
paper_004:s0469:m001,paper_004:s0469,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,reactor,DiagnosticDevice,Diagnostic Device,17,17
paper_004:s0469:m002,paper_004:s0469,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,barrier material,ElectrodeMaterial,,14,15
paper_004:s0469:m003,paper_004:s0469,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,measured,Experiment,Scientific Experiment,36,36
paper_004:s0469:m004,paper_004:s0469,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,transformer series,PhysicalEffect,Physical Effect,0,1
paper_004:s0469:m005,paper_004:s0469,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,parallel losses of energy,PhysicalEffect,Physical Effect,7,10
paper_004:s0469:m006,paper_004:s0469,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,energy,PhysicalQuantity,Quantity,10,10
paper_004:s0469:m007,paper_004:s0469,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,current,PhysicalQuantity,Quantity,29,29
paper_004:s0469:m008,paper_004:s0469,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,charge,PhysicalQuantity,Quantity,31,31
paper_004:s0469:m009,paper_004:s0469,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,reactor construction,PlasmaApplication,Application Field,17,18
paper_004:s0469:m010,paper_004:s0469,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,resistivity,PlasmaProperties,Property,21,21
paper_004:s0469:m011,paper_004:s0469,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,transformer series resistance),PowerSupply,,0,2
paper_004:s0469:m012,paper_004:s0469,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,resistivity,PowerSupply,,21,21
paper_004:s0470:m001,paper_004:s0470,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,circuit.,DiagnosticDevice,Diagnostic Device,13,13
paper_004:s0470:m002,paper_004:s0470,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,equivalent circuit.,Modelling,Scientific Study,12,13
paper_004:s0470:m003,paper_004:s0470,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,parasitic elements,PlasmaApplication,Application Field,5,6
paper_004:s0470:m004,paper_004:s0470,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,parasitic,PlasmaProperties,Property,5,5
paper_004:s0471:m001,paper_004:s0471,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,DBD lamps,DiagnosticDevice,Diagnostic Device,17,18
paper_004:s0471:m002,paper_004:s0471,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,circuits.,DiagnosticDevice,Diagnostic Device,21,21
paper_004:s0471:m003,paper_004:s0471,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,elements,ElectrodeConfiguration,Configuration,15,15
paper_004:s0471:m004,paper_004:s0471,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,DBD,ElectrodeConfiguration,Configuration,17,17
paper_004:s0471:m005,paper_004:s0471,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,impedance characterization,Experiment,Scientific Experiment,3,4
paper_004:s0471:m006,paper_004:s0471,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,technique of,Modelling,Scientific Study,1,2
paper_004:s0471:m007,paper_004:s0471,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,impedance characterization,Modelling,Scientific Study,3,4
paper_004:s0471:m008,paper_004:s0471,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,electrical,Modelling,Scientific Study,14,14
paper_004:s0471:m009,paper_004:s0471,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,circuits.,Modelling,Scientific Study,21,21
paper_004:s0471:m010,paper_004:s0471,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,impedance,PhysicalEffect,Physical Effect,3,3
paper_004:s0471:m011,paper_004:s0471,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,impedance,PhysicalQuantity,Quantity,3,3
paper_004:s0471:m012,paper_004:s0471,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,DBD lamps,PlasmaApplication,Application Field,17,18
paper_004:s0471:m013,paper_004:s0471,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,impedance,PlasmaProperties,Property,3,3
paper_004:s0471:m014,paper_004:s0471,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,DBD,PlasmaSource,Plasma Source,17,17
paper_004:s0471:m015,paper_004:s0471,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,impedance,PowerSupply,,3,3
paper_004:s0471:m016,paper_004:s0471,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,electrical,PowerSupply,,14,14
paper_004:s0472:m001,paper_004:s0472,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,circuit,DiagnosticDevice,Diagnostic Device,10,10
paper_004:s0472:m002,paper_004:s0472,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,equivalent circuit,Modelling,Scientific Study,9,10
paper_004:s0472:m003,paper_004:s0472,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,circuit,PhysicalEffect,Physical Effect,10,10
paper_004:s0472:m004,paper_004:s0472,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,construction of equivalent,PlasmaApplication,Application Field,7,9
paper_004:s0472:m005,paper_004:s0472,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,circuit,PlasmaApplication,Application Field,10,10
paper_004:s0472:m006,paper_004:s0472,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,DBDs.,PlasmaSource,Plasma Source,12,12
paper_004:s0472:m007,paper_004:s0472,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,DBDs.,PlasmaTarget,Target,12,12
paper_004:s0473:m001,paper_004:s0473,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,Zener diodes,DiagnosticDevice,Diagnostic Device,13,14
paper_004:s0473:m002,paper_004:s0473,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,diffuse,DischargeRegime,,7,7
paper_004:s0473:m003,paper_004:s0473,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,Townsend breakdown,DischargeRegime,,20,21
paper_004:s0473:m004,paper_004:s0473,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,diodes,ElectrodeConfiguration,Configuration,14,14
paper_004:s0473:m005,paper_004:s0473,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,Zener diodes,ElectrodeMaterial,,13,14
paper_004:s0473:m006,paper_004:s0473,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,circuit for,Experiment,Scientific Experiment,3,4
paper_004:s0473:m007,paper_004:s0473,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,characterization,Experiment,Scientific Experiment,5,5
paper_004:s0473:m008,paper_004:s0473,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,circuit,Modelling,Scientific Study,3,3
paper_004:s0473:m009,paper_004:s0473,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,breakdown,PhysicalEffect,Physical Effect,21,21
paper_004:s0473:m010,paper_004:s0473,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,memory effect,PhysicalEffect,Physical Effect,31,32
paper_004:s0473:m011,paper_004:s0473,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,capacitance,PhysicalQuantity,Quantity,25,25
paper_004:s0473:m012,paper_004:s0473,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,half period,PhysicalQuantity,Quantity,35,36
paper_004:s0473:m013,paper_004:s0473,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,DBDs,PlasmaSource,Plasma Source,8,8
paper_004:s0473:m014,paper_004:s0473,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,half period,PowerSupply,,35,36
paper_004:s0474:m001,paper_004:s0474,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,carrier,ElectrodeConfiguration,Configuration,9,9
paper_004:s0474:m002,paper_004:s0474,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,separation,Experiment,Scientific Experiment,10,10
paper_004:s0474:m003,paper_004:s0474,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,plasma generation,Experiment,Scientific Experiment,12,13
paper_004:s0474:m004,paper_004:s0474,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,space-charge cloud,PhysicalEffect,Physical Effect,4,5
paper_004:s0474:m005,paper_004:s0474,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,charge carrier separation,PhysicalEffect,Physical Effect,8,10
paper_004:s0474:m006,paper_004:s0474,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,capacity,PhysicalQuantity,Quantity,1,1
paper_004:s0474:m007,paper_004:s0474,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,space-charge,PhysicalQuantity,Quantity,4,4
paper_004:s0474:m008,paper_004:s0474,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,plasma generation,PlasmaApplication,Application Field,12,13
paper_004:s0474:m009,paper_004:s0474,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,space-charge cloud,PlasmaProperties,Property,4,5
paper_004:s0474:m010,paper_004:s0474,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,DBDs,PlasmaSource,Plasma Source,17,17
paper_004:s0474:m011,paper_004:s0474,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,pulsed operated,PowerSupply,,15,16
paper_004:s0474:m012,paper_004:s0474,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,charge carrier,Species,,8,9
paper_004:s0475:m001,paper_004:s0475,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,discharge area cross section,ElectrodeConfiguration,Configuration,6,9
paper_004:s0475:m002,paper_004:s0475,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,discharge area cross section,PhysicalQuantity,Quantity,6,9
paper_004:s0475:m003,paper_004:s0475,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,"overvoltages,",PhysicalQuantity,Quantity,14,14
paper_004:s0475:m004,paper_004:s0475,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,discharge,PlasmaProperties,Property,6,6
paper_004:s0475:m005,paper_004:s0475,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,microdischarges,PlasmaSource,Plasma Source,1,1
paper_004:s0475:m006,paper_004:s0475,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,"high overvoltages,",PowerSupply,,13,14
paper_004:s0476:m001,paper_004:s0476,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,electrode,DiagnosticDevice,Diagnostic Device,12,12
paper_004:s0476:m002,paper_004:s0476,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,plane-parallel discharge arrangements,ElectrodeConfiguration,Configuration,7,9
paper_004:s0476:m003,paper_004:s0476,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,plane-parallel,Experiment,Scientific Experiment,7,7
paper_004:s0476:m004,paper_004:s0476,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,electrode edge effects,PhysicalEffect,Physical Effect,12,14
paper_004:s0476:m005,paper_004:s0476,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,plane-parallel discharge arrangements,PlasmaProperties,Property,7,9
paper_004:s0476:m006,paper_004:s0476,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,minor electrode,PlasmaSource,Plasma Source,11,12
paper_004:s0476:m007,paper_004:s0476,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,min,Unit,Unit,3,3
paper_004:s0477:m001,paper_004:s0477,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,DBD arrangements,ElectrodeConfiguration,Configuration,3,4
paper_004:s0477:m002,paper_004:s0477,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,parallelogram,Modelling,Scientific Study,31,31
paper_004:s0477:m003,paper_004:s0477,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,discharge,PhysicalEffect,Physical Effect,16,16
paper_004:s0477:m004,paper_004:s0477,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,half period,PhysicalQuantity,Quantity,12,13
paper_004:s0477:m005,paper_004:s0477,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,DBD,PlasmaApplication,Application Field,3,3
paper_004:s0477:m006,paper_004:s0477,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,lines,PlasmaProperties,Property,26,26
paper_004:s0477:m007,paper_004:s0477,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,DBD,PlasmaSource,Plasma Source,3,3
paper_004:s0477:m008,paper_004:s0477,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,microdischarges,PlasmaSource,Plasma Source,10,10
paper_004:s0477:m009,paper_004:s0477,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,half period,PowerSupply,,12,13
paper_004:s0478:m001,paper_004:s0478,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,partial,DischargeRegime,,17,17
paper_004:s0478:m002,paper_004:s0478,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,partial discharging.,PhysicalEffect,Physical Effect,17,18
paper_004:s0478:m003,paper_004:s0478,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,mean slopes,PhysicalQuantity,Quantity,1,2
paper_004:s0478:m004,paper_004:s0478,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,V 0,Species,,10,11
paper_004:s0479:m001,paper_004:s0479,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,circuit,DiagnosticDevice,Diagnostic Device,3,3
paper_004:s0479:m002,paper_004:s0479,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,non-discharging,ElectrodeConfiguration,Configuration,26,26
paper_004:s0479:m003,paper_004:s0479,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,equivalent circuit,Modelling,Scientific Study,2,3
paper_004:s0479:m004,paper_004:s0479,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,capacitances,PhysicalQuantity,Quantity,12,12
paper_004:s0479:m005,paper_004:s0479,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,areal,PhysicalQuantity,Quantity,27,27
